,playlist_name,followers,songs,genre_1,genre_2,playlist_uri,track_uri,popularity,artist_name,song_name
14,Today’s Top Hits,"31,728,611",50,Pop,R&B,spotify:playlist:37i9dQZF1DXcBWIGoYBM5M,spotify:track:0mBP9X2gPCuapvpZ7TGDk3,94,Charlie Puth,Left and Right (Feat. Jung Kook of BTS)
15,Today’s Top Hits,"31,728,611",50,Pop,R&B,spotify:playlist:37i9dQZF1DXcBWIGoYBM5M,spotify:track:4h4QlmocP3IuwYEj2j14p8,91,Nicky Youre,Sunroof
16,Today’s Top Hits,"31,728,611",50,Pop,R&B,spotify:playlist:37i9dQZF1DXcBWIGoYBM5M,spotify:track:5ildQOEKmJuWGl2vRkFdYc,95,ROSALÍA,DESPECHÁ
17,Today’s Top Hits,"31,728,611",50,Pop,R&B,spotify:playlist:37i9dQZF1DXcBWIGoYBM5M,spotify:track:0QBzMgT7NIeoCYy3sJCof1,89,Camila Cabello,Bam Bam (feat. Ed Sheeran)
18,Today’s Top Hits,"31,728,611",50,Pop,R&B,spotify:playlist:37i9dQZF1DXcBWIGoYBM5M,spotify:track:10xV5l9nhLvFpR8mqzs0bL,86,Marshmello,Numb
19,Today’s Top Hits,"31,728,611",50,Pop,R&B,spotify:playlist:37i9dQZF1DXcBWIGoYBM5M,spotify:track:3LtpKP5abr2qqjunvjlX5i,92,Central Cee,Doja
20,Today’s Top Hits,"31,728,611",50,Pop,R&B,spotify:playlist:37i9dQZF1DXcBWIGoYBM5M,spotify:track:2KukL7UlQ8TdvpaA7bY3ZJ,88,Beyoncé,BREAK MY SOUL
21,Today’s Top Hits,"31,728,611",50,Pop,R&B,spotify:playlist:37i9dQZF1DXcBWIGoYBM5M,spotify:track:1rDQ4oMwGJI7B4tovsBOxc,88,Jack Harlow,First Class
22,Today’s Top Hits,"31,728,611",50,Pop,R&B,spotify:playlist:37i9dQZF1DXcBWIGoYBM5M,spotify:track:4cacyP5c3PMlfnyjpg13xW,88,Yung Gravy,Betty (Get Money)
23,Today’s Top Hits,"31,728,611",50,Pop,R&B,spotify:playlist:37i9dQZF1DXcBWIGoYBM5M,spotify:track:6xGruZOHLs39ZbVccQTuPZ,96,Joji,Glimpse of Us
24,Today’s Top Hits,"31,728,611",50,Pop,R&B,spotify:playlist:37i9dQZF1DXcBWIGoYBM5M,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,99,Bad Bunny,Me Porto Bonito
25,Today’s Top Hits,"31,728,611",50,Pop,R&B,spotify:playlist:37i9dQZF1DXcBWIGoYBM5M,spotify:track:5HCyWlXZPP0y6Gqq8TgA20,89,The Kid LAROI,STAY (with Justin Bieber)
26,Today’s Top Hits,"31,728,611",50,Pop,R&B,spotify:playlist:37i9dQZF1DXcBWIGoYBM5M,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,89,Doja Cat,Woman
27,Today’s Top Hits,"31,728,611",50,Pop,R&B,spotify:playlist:37i9dQZF1DXcBWIGoYBM5M,spotify:track:0xzI1KAr0Yd9tv8jlIk3sn,90,benny blanco,Bad Decisions (with BTS & Snoop Dogg)
28,Today’s Top Hits,"31,728,611",50,Pop,R&B,spotify:playlist:37i9dQZF1DXcBWIGoYBM5M,spotify:track:5ww2BF9slyYgNOk37BlC4u,94,Manuel Turizo,La Bachata
29,Today’s Top Hits,"31,728,611",50,Pop,R&B,spotify:playlist:37i9dQZF1DXcBWIGoYBM5M,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,88,Lil Nas X,THATS WHAT I WANT
30,Today’s Top Hits,"31,728,611",50,Pop,R&B,spotify:playlist:37i9dQZF1DXcBWIGoYBM5M,spotify:track:1gH1h30wkQdd9zhY3j7a8T,86,Rex Orange County,THE SHADE
31,Today’s Top Hits,"31,728,611",50,Pop,R&B,spotify:playlist:37i9dQZF1DXcBWIGoYBM5M,spotify:track:5YbPxJwPfrj7uswNwoF1pJ,82,Burna Boy,Last Last
32,Today’s Top Hits,"31,728,611",50,Pop,R&B,spotify:playlist:37i9dQZF1DXcBWIGoYBM5M,spotify:track:1Hohk6AufHZOrrhMXZppax,85,Beyoncé,ALIEN SUPERSTAR
33,Today’s Top Hits,"31,728,611",50,Pop,R&B,spotify:playlist:37i9dQZF1DXcBWIGoYBM5M,spotify:track:7mFj0LlWtEJaEigguaWqYh,85,Megan Thee Stallion,Sweetest Pie
34,Today’s Top Hits,"31,728,611",50,Pop,R&B,spotify:playlist:37i9dQZF1DXcBWIGoYBM5M,spotify:track:5lfWrciYtohtIMVDVZd0Rf,84,Calvin Harris,"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)"
35,Today’s Top Hits,"31,728,611",50,Pop,R&B,spotify:playlist:37i9dQZF1DXcBWIGoYBM5M,spotify:track:5dPz35akJjPqb17yeqNwqH,81,Justin Bieber,Ghost
36,Today’s Top Hits,"31,728,611",50,Pop,R&B,spotify:playlist:37i9dQZF1DXcBWIGoYBM5M,spotify:track:59nOXPmaKlBfGMDeOVGrIK,89,Future,WAIT FOR U (feat. Drake & Tems)
37,Today’s Top Hits,"31,728,611",50,Pop,R&B,spotify:playlist:37i9dQZF1DXcBWIGoYBM5M,spotify:track:3uUuGVFu1V7jTQL60S1r8z,90,Lost Frequencies,Where Are You Now
38,Today’s Top Hits,"31,728,611",50,Pop,R&B,spotify:playlist:37i9dQZF1DXcBWIGoYBM5M,spotify:track:2pIUpMhHL6L9Z5lnKxJJr9,84,NewJeans,Attention
39,Today’s Top Hits,"31,728,611",50,Pop,R&B,spotify:playlist:37i9dQZF1DXcBWIGoYBM5M,spotify:track:0T5iIrXA4p5GsubkhuBIKV,90,Stephen Sanchez,Until I Found You
40,Today’s Top Hits,"31,728,611",50,Pop,R&B,spotify:playlist:37i9dQZF1DXcBWIGoYBM5M,spotify:track:50nfwKoDiSYg8zOCREWAm5,88,Ed Sheeran,Shivers
41,Today’s Top Hits,"31,728,611",50,Pop,R&B,spotify:playlist:37i9dQZF1DXcBWIGoYBM5M,spotify:track:4zN21mbAuaD0WqtmaTZZeP,90,James Hype,Ferrari
42,Today’s Top Hits,"31,728,611",50,Pop,R&B,spotify:playlist:37i9dQZF1DXcBWIGoYBM5M,spotify:track:7dSZ6zGTQx66c2GF91xCrb,94,KAROL G,PROVENZA
43,Today’s Top Hits,"31,728,611",50,Pop,R&B,spotify:playlist:37i9dQZF1DXcBWIGoYBM5M,spotify:track:1BSMpVGWs3v5BZKnAQziAc,83,Charlie Puth,Light Switch
44,Today’s Top Hits,"31,728,611",50,Pop,R&B,spotify:playlist:37i9dQZF1DXcBWIGoYBM5M,spotify:track:6zSpb8dQRaw0M1dK8PBwQz,89,Elton John,Cold Heart - PNAU Remix
45,Today’s Top Hits,"31,728,611",50,Pop,R&B,spotify:playlist:37i9dQZF1DXcBWIGoYBM5M,spotify:track:59CfNbkERJ3NoTXDvoURjj,86,Dove Cameron,Boyfriend
46,Today’s Top Hits,"31,728,611",50,Pop,R&B,spotify:playlist:37i9dQZF1DXcBWIGoYBM5M,spotify:track:3USxtqRwSYz57Ewm6wWRMp,84,Glass Animals,Heat Waves
47,Today’s Top Hits,"31,728,611",50,Pop,R&B,spotify:playlist:37i9dQZF1DXcBWIGoYBM5M,spotify:track:3GYlZ7tbxLOxe6ewMNVTkw,86,Billie Eilish,TV
48,Today’s Top Hits,"31,728,611",50,Pop,R&B,spotify:playlist:37i9dQZF1DXcBWIGoYBM5M,spotify:track:58HvfVOeJY7lUuCqF0m3ly,91,Elley Duhé,MIDDLE OF THE NIGHT
49,Today’s Top Hits,"31,728,611",50,Pop,R&B,spotify:playlist:37i9dQZF1DXcBWIGoYBM5M,spotify:track:4pi1G1x8tl9VfdD9bL3maT,76,Latto,Big Energy
50,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:5FVd6KXrgO9B3JPmC8OPst,86,Arctic Monkeys,Do I Wanna Know?
51,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:1gH1h30wkQdd9zhY3j7a8T,86,Rex Orange County,THE SHADE
52,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:7EkWXAI1wn8Ii883ecd9xr,85,Surf Curse,Freaks
53,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:3UjtIALeg72qmJiKPWBvM3,71,Two Door Cinema Club,What You Know
54,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:4WTcpYfuTzxlWjffzeUjah,56,the moss,Insomnia
55,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:6K4t31amVTZDgR3sKmwUJJ,84,Tame Impala,The Less I Know The Better
56,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:4YMc3A256xFBS0xcT77Qce,69,bbno$,help herself
57,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:0sTlGEld0h8kIPZaKDYUf4,83,The Rare Occasions,Notion
58,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:5naar7XewEOAjOywIp6Jjq,73,Wallows,Remember When
59,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:0MnTkIEP4zZN1IUSu8MvIz,82,Cafuné,Tek It - Sped Up
60,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:1KIJclzEbNhSVw8tiHPWwE,82,Vacations,Young
61,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:2GiJYvgVaD2HtM8GqD9EgQ,82,BØRNS,Electric Love
62,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:260Ub1Yuj4CobdISTOBvM9,71,Wet Leg,Wet Dream
63,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:1aXV8GrmQLvgoFtBPERP7E,82,Eyedress,Jealous
64,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:5Q1H7ASDiJpACNx5ziyhuN,63,The Drums,Money
65,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:07tbYac108weqzeP7Bhwon,62,PUBLIC,Pretty Face
66,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:5wCVLW9qMtIY9IkBeyYnh6,63,Local Natives,When Am I Gonna Lose You
67,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:64lsIF5pw0sJY0gV5kz0RN,81,Dayglow,Can I Call You Tonight?
68,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:6MpCaSIOfqBqbMED4kXgNY,80,Beach Bunny,Prom Queen
69,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:4RGWHfQeJftd5XrP8JUgFj,66,Vansire,Metamodernity
70,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:7H7NyZ3G075GqPx2evsfeb,80,Mac DeMarco,Chamber Of Reflection
71,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:751srcHf5tUqcEa9pRCQwP,80,Cafuné,Tek It
72,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:2enPRFda84VE2wtI8c86Uf,80,Cults,Always Forever
73,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:0GO8y8jQk1PkHzS31d699N,79,Grouplove,Tongue Tied
74,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:57RA3JGafJm5zRtKJiKPIm,79,Wallows,Are You Bored Yet? (feat. Clairo)
75,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:3jfZ9M23l0L7RxzYMTgBTv,79,Joy Again,Looking Out for You
76,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:5kzsfmg5XrlG2cxnHbBNC5,54,bennytheghost,Tightrope
77,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:2P5yIMu2DNeMXTyOANKS6k,78,Mitski,Nobody
78,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:2tznHmp70DxMyr2XhWLOW0,78,Cage The Elephant,Cigarette Daydreams
79,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:1Tdcb66Gwr5sczO5CJhmPc,56,Roar,Poor Grammar
80,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:5r5cp9IpziiIsR6b93vcnQ,78,Empire of the Sun,Walking On A Dream
81,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:3h3pOvw6hjOvZxRUseB7h9,78,girl in red,i wanna be your girlfriend
82,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:5ruzrDWcT0vuJIOMW7gMnW,78,The Strokes,The Adults Are Talking
83,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:1170VohRSx6GwE6QDCHPPH,77,The Backseat Lovers,Kilby Girl
84,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:7DcJ6fEBb7BaKuYKTwiDxK,77,Mild High Club,Homage
85,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:4EpZ4eYuZOwPSSwyqpdHnJ,77,Rex Orange County,Sunflower
86,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:3NRql0A1Ef4RCvT473iqgD,77,Bakar,Hell N Back
87,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:7wCmS9TTVUcIhRalDYFgPy,77,Pixies,Where Is My Mind? - Remastered
88,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:0UV5zxRMz6AO4ZwUOZNIKI,77,Dr. Dog,Where'd All the Time Go?
89,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:01TyFEZu6mHbffsVfxgrFn,76,Men I Trust,Show Me How
90,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:6QgjcU0zLnzq5OrUoSZ3OK,76,Portugal. The Man,Feel It Still
91,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:4T6FWA703h6H7zk1FoSARw,76,John Mayer,New Light
92,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:4vHNeBWDQpVCmGbaccrRzi,75,Still Woozy,Goodie Bag
93,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:755inykyaG4w22GWAsA3MX,75,Lonely God,Marlboro Nights
94,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:6FfLg6FFqhCsrFOaHIGkg0,75,JAWNY,Honeypie
95,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:4dyx5SzxPPaD8xQIid5Wjj,75,Peter Bjorn and John,Young Folks
96,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:0VF7YLIxSQKyNiFL3X6MmN,75,The Neighbourhood,Stargazing
97,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:6suYoN4gFkanqOBn5yRnJC,75,Cavetown,Boys Will Be Bugs
98,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:5S5u0EWtlblH00iTNExZ6X,73,WILLIS,I Think I Like When It Rains
99,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:77G0k1La0c5Dw8bAFANcyp,73,Beach Bunny,Sports
100,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:3HlK8txWAdtKMrbsqX40pl,73,Mac DeMarco,Freaking Out the Neighborhood
101,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:6HJxxqHWMdidwTVZmZWeHU,72,Current Joys,New Flesh
102,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:3n69hLUdIsSa1WlRmjMZlW,71,alt-J,Breezeblocks
103,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:4iG2gAwKXsOcijVaVXzRPW,71,MGMT,Time to Pretend
104,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:2flxduIqEbsicdmPyj1WVW,71,Foster The People,Imagination
105,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:0uI7yAKUf52Cn7y3sYyjiX,71,Dominic Fike,3 Nights
106,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:4vjvx7Zxkb4AltGcZ0BBvI,71,Phoebe Bridgers,Kyoto
107,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:0awZwmlC6pxH65KTZpadmX,70,Briston Maroney,Freakin' Out On the Interstate
108,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:4MXE6VCvTsQitHWrAxj7Kg,70,The Backseat Lovers,Maple Syrup
109,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:0X5mtNbqxbiTYkwj0CQc2f,69,COIN,Crash My Car
110,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:2Lumsra3kuU61wXkEKzKaK,69,Surf Curse,Disco
111,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:7e8utCy2JlSB8dRHKi49xM,69,Arctic Monkeys,Fluorescent Adolescent
112,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:1QL7nSDZCwZMnbisV4KOXt,69,WILLOW,t r a n s p a r e n t s o u l feat. Travis Barker
113,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:0tgBtQ0ISnMQOKorrN9HLX,69,John Mayer,Last Train Home
114,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:5EV4bGHxVN0kHpcAFvgnTt,68,boy pablo,"Dance, Baby!"
115,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:2Iq6HhIquO7JKr0KfTNLzU,68,Saint Motel,My Type
116,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:4iEOVEULZRvmzYSZY2ViKN,68,alt-J,Left Hand Free
117,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:2d3QlXE6FXFDeodiS66yjM,68,Goth Babe,Weekend Friend
118,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:0i5QVxsK3IvEDbUjTA64Li,67,Mt. Joy,Silver Lining
119,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:5JWPUEov2wlX7c0jhYZpeB,67,Tame Impala,Lost In Yesterday
120,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:3AydAydLzyyZutA0375XIz,67,Vampire Weekend,A-Punk
121,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:3FM33HqRlV7J1QJoPOnd2u,67,Phoenix,1901
122,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:1VyA8mbSyXOdJx2lguR8Uu,67,Peter McPoland,Romeo & Juliet
123,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:51Lf3l6wx008NdBxCQnD6B,67,Del Water Gap,Ode to a Conversation Stuck in Your Throat
124,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:0vQYe6g8bNbdUKnUnXdQQV,66,Florence + The Machine,My Love - Edit
125,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:0Hrd6CSafHHqKptyFppmqH,66,Two Door Cinema Club,Undercover Martyn
126,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:0nys6GusuHnjSYLW0PYYb7,66,Wet Leg,Chaise Longue
127,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:1GFpfkiHbZ93p7QImi5RAO,66,Lovejoy,One Day
128,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:6PuoZT4kgw5DrUEdnQ6e01,66,Sure Sure,This Must Be The Place
129,Feel Good Indie Rock,"1,664,372",120,Rock,Indie,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,spotify:track:7hm4HTk9encxT0LYC0J6oI,65,The Strokes,Someday
