,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popularity
664,0.371,0.501,7,-8.945,1,0.034,0.872,0.89,0.113,0.111,154.55,654002,4,9
665,0.263,0.922,0,-3.119,1,0.0569,4.11e-05,0.000583,0.372,0.281,93.039,346213,4,46
666,0.525,0.902,2,-8.662,1,0.0368,0.000989,0.691,0.137,0.907,146.83,204621,4,55
667,0.513,0.546,4,-6.804,0,0.042,0.132,1.61e-06,0.158,0.226,74.879,199086,4,49
668,0.559,0.764,2,-7.058,0,0.0348,0.00441,0.0299,0.0807,0.932,143.319,213693,4,69
669,0.669,0.656,9,-10.549,1,0.0413,0.00113,0.000252,0.0989,0.464,108.098,259866,4,49
670,0.544,0.888,2,-8.452,0,0.0355,0.000111,4.71e-06,0.215,0.599,126.001,235520,4,47
671,0.465,0.841,11,-5.767,0,0.0633,0.00486,0.0,0.109,0.689,168.743,157533,4,66
672,0.593,0.804,7,-5.497,1,0.0319,0.105,2.22e-06,0.047,0.962,148.959,138360,4,59
673,0.64,0.85,2,-4.835,1,0.0585,0.00495,0.0,0.208,0.656,130.98,237032,4,39
674,0.744,0.376,4,-14.996,0,0.0366,0.0815,0.0,0.108,0.42,100.78,262173,4,66
675,0.666,0.936,7,-9.919,1,0.0476,0.00244,0.086,0.153,0.776,91.577,282907,4,73
676,0.462,0.84,2,-6.666,1,0.0346,4.98e-05,6.47e-05,0.0893,0.804,75.54,246440,4,55
677,0.415,0.782,2,-6.745,1,0.0461,0.0011,0.0,0.14,0.564,135.029,148480,4,46
678,0.633,0.62,0,-11.271,1,0.0648,0.34,0.605,0.0977,0.421,81.117,354933,4,55
679,0.833,0.809,0,-5.048,1,0.0686,0.313,7.74e-05,0.105,0.55,119.881,300000,4,28
680,0.762,0.722,2,-8.712,1,0.0428,0.0922,0.000368,0.132,0.966,122.769,194667,4,65
681,0.417,0.934,7,-3.908,0,0.119,0.000278,0.0015,0.132,0.287,127.066,210240,4,82
682,0.702,0.588,0,-9.739,1,0.0321,0.0805,0.0193,0.184,0.728,121.738,301827,4,52
683,0.792,0.747,0,-15.366,1,0.149,0.202,0.00429,0.221,0.968,144.15,219827,4,54
684,0.456,0.364,8,-12.825,1,0.0342,0.339,0.159,0.213,0.483,109.729,370613,4,11
685,0.521,0.579,0,-7.048,1,0.0418,0.0899,0.0,0.0737,0.24,138.212,170870,4,35
686,0.475,0.854,1,-9.838,0,0.056,3.1e-05,0.53,0.0736,0.27,150.001,197000,4,33
687,0.693,0.871,0,-3.389,1,0.0844,0.00358,2.01e-05,0.11,0.533,111.989,204853,4,58
688,0.536,0.943,7,-3.868,1,0.05,0.00905,0.0,0.0193,0.963,105.06,228000,4,42
689,0.656,0.229,8,-7.42,1,0.0324,0.817,0.0,0.103,0.311,123.804,224189,4,48
690,0.689,0.826,8,-8.429,1,0.0543,0.0299,0.000171,0.0716,0.452,93.146,304333,4,35
691,0.324,0.967,6,-5.655,1,0.0774,0.0278,0.000269,0.0566,0.392,165.92,244320,4,44
692,0.319,0.973,10,-3.194,1,0.175,0.00116,2.18e-05,0.509,0.293,186.99,237840,4,50
693,0.498,0.889,0,-5.413,1,0.0546,0.0947,1.62e-06,0.733,0.696,134.88,283360,4,73
694,0.191,0.941,7,-3.023,1,0.0919,2.49e-05,0.0703,0.49,0.171,130.112,275808,4,37
695,0.497,0.914,6,-6.532,1,0.0601,0.00178,0.00105,0.258,0.16,133.738,254693,4,56
696,0.493,0.532,0,-10.561,1,0.239,0.306,0.0,0.347,0.561,83.668,190107,4,43
697,0.258,0.735,1,-4.788,1,0.0459,2.03e-05,0.0,0.112,0.132,150.049,269027,4,51
698,0.698,0.369,7,-5.946,0,0.0406,0.82,0.0,0.0894,0.596,128.027,223200,4,47
699,0.62,0.781,9,-5.938,1,0.0379,0.181,0.0,0.187,0.864,144.707,167253,4,47
700,0.86,0.57,0,-8.977,1,0.179,0.254,0.0364,0.116,0.378,117.974,168814,4,32
701,0.334,0.924,8,-3.805,0,0.276,0.00444,0.0,0.136,0.359,170.159,228987,4,48
702,0.412,0.417,11,-5.401,0,0.0347,0.531,0.0,0.0911,0.563,85.404,189067,4,55
703,0.353,0.075,10,-25.635,0,0.0379,0.995,0.886,0.117,0.317,120.308,169750,3,44
704,0.355,0.338,5,-6.779,1,0.033,0.725,4.76e-06,0.149,0.405,94.942,251947,4,32
705,0.34,0.983,6,-3.152,0,0.222,0.000816,3.49e-06,0.667,0.0921,159.996,254000,3,37
706,0.56,0.903,11,-4.77,1,0.0754,0.00132,0.0,0.291,0.581,143.821,177960,4,68
707,0.699,0.865,5,-5.254,0,0.0424,0.0745,0.0525,0.14,0.664,103.978,230769,4,8
708,0.34,0.804,0,-8.355,1,0.0516,0.00331,0.0191,0.0727,0.854,131.5,259600,4,59
709,0.693,0.394,0,-15.882,1,0.0428,0.0782,0.000694,0.247,0.721,104.114,238747,4,76
710,0.527,0.871,4,-8.708,1,0.0354,0.0229,0.155,0.419,0.107,120.722,188560,4,59
711,0.584,0.976,1,-3.868,1,0.156,0.00432,0.0408,0.333,0.535,140.304,201933,4,58
712,0.376,0.992,9,-4.426,1,0.147,0.000618,0.000151,0.229,0.189,184.971,247640,4,50
713,0.653,0.964,9,-4.261,0,0.0582,0.00316,0.00512,0.144,0.87,126.928,209267,4,75
714,0.378,0.787,10,-7.118,0,0.04,0.0113,0.0248,0.217,0.297,90.044,276705,4,39
715,0.226,0.95,8,-4.176,1,0.157,1.72e-05,0.818,0.423,0.204,119.983,221446,4,39
716,0.659,0.57,2,-12.29,1,0.0321,0.557,1.42e-06,0.2,0.962,132.729,127160,4,0
717,0.17,0.89,4,-3.581,0,0.0521,0.0166,0.000102,0.107,0.233,178.464,201987,4,48
718,0.342,0.0179,1,-24.846,1,0.0387,0.982,0.906,0.0831,0.0382,61.757,334053,4,50
719,0.676,0.252,7,-10.547,1,0.0308,0.816,0.56,0.0816,0.124,111.922,208000,4,11
720,0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,240800,4,76
721,0.604,0.37,4,-18.45,1,0.0362,0.836,0.346,0.0954,0.666,90.339,290733,3,60
722,0.55,0.145,0,-15.753,1,0.0332,0.913,0.0,0.118,0.138,103.918,159000,4,62
723,0.523,0.803,4,-5.189,0,0.045,0.579,0.0,0.0948,0.898,132.316,145293,4,65
724,0.291,0.0596,4,-23.659,0,0.0386,0.973,0.712,0.104,0.0835,102.381,226160,4,35
725,0.586,0.43,5,-12.754,1,0.0671,0.168,0.0114,0.116,0.942,60.939,164702,5,26
726,0.575,0.318,0,-16.729,1,0.109,0.683,0.000202,0.0934,0.385,104.522,254173,4,72
727,0.351,0.883,0,-6.952,1,0.0562,0.0363,0.0,0.499,0.88,195.666,175400,4,42
728,0.565,0.484,1,-8.735,1,0.316,0.641,7.57e-06,0.21,0.342,100.231,150178,4,23
729,0.133,0.927,7,-5.371,1,0.0741,0.00344,0.00044,0.0915,0.5,197.708,224867,4,56
730,0.334,0.00732,4,-30.908,0,0.0355,0.991,0.952,0.0968,0.0964,60.171,241987,4,58
731,0.141,0.973,6,-4.343,1,0.25,4.36e-05,0.0145,0.165,0.0728,180.01,290844,3,39
732,0.45,0.978,9,-4.198,0,0.0637,0.000124,7.14e-06,0.361,0.268,155.014,262573,4,55
733,0.566,0.835,8,-6.87,0,0.0742,0.0356,0.0,0.241,0.606,170.066,244480,4,65
734,0.663,0.923,0,-7.091,1,0.04,0.0272,0.00153,0.224,0.924,115.736,259027,4,39
735,0.435,0.931,2,-7.065,1,0.0542,3.69e-06,0.0526,0.378,0.292,100.068,282973,4,34
736,0.334,0.898,11,-6.821,0,0.196,0.00406,0.0202,0.162,0.226,110.364,153600,4,64
737,0.203,0.164,0,-19.205,0,0.045,0.94,0.891,0.0792,0.226,108.708,183267,3,46
738,0.485,0.911,7,-4.833,1,0.0429,0.0315,0.000158,0.323,0.724,113.075,181787,4,35
739,0.826,0.603,1,-7.659,0,0.0737,0.0474,0.0,0.0831,0.681,107.494,160290,4,67
740,0.48,0.926,4,-6.839,1,0.0645,0.000864,7.69e-05,0.207,0.169,119.942,253919,3,31
741,0.573,0.929,11,-5.996,1,0.082,0.00218,0.0723,0.718,0.284,97.57,289560,4,69
742,0.257,0.124,2,-21.561,1,0.0476,0.952,0.218,0.123,0.125,104.077,322000,4,40
743,0.55,0.765,7,-8.684,1,0.0287,4.76e-06,0.873,0.132,0.419,139.46,252533,4,71
744,0.362,0.532,2,-7.024,1,0.0344,0.0756,0.0,0.102,0.117,71.784,229389,4,29
745,0.435,0.992,2,-2.79,1,0.107,0.000129,0.935,0.395,0.133,140.031,340280,4,38
746,0.663,0.96,1,-4.927,1,0.108,0.0344,0.445,0.371,0.408,130.404,284627,4,40
747,0.31,0.94,6,-3.395,1,0.106,0.000106,2.21e-06,0.205,0.454,128.682,191373,5,64
748,0.37,0.0076,4,-33.663,1,0.0384,0.995,0.91,0.0864,0.278,62.668,176518,4,64
749,0.193,0.22,3,-12.383,1,0.0411,0.94,0.483,0.142,0.171,161.637,222467,3,46
750,0.234,0.832,10,-6.622,1,0.0476,0.00275,0.166,0.321,0.831,159.043,121720,4,0
751,0.556,0.808,0,-6.965,1,0.0335,0.166,0.000167,0.164,0.844,115.287,266827,4,52
752,0.319,0.852,0,-7.295,1,0.0716,0.00268,0.662,0.331,0.297,79.554,247253,4,58
753,0.489,0.988,0,-2.685,0,0.16,1.74e-05,0.0336,0.332,0.302,112.518,199187,4,37
754,0.413,0.873,8,-4.151,1,0.0536,0.000264,0.00249,0.204,0.48,116.68,218933,3,80
755,0.731,0.738,9,-8.125,0,0.0377,0.184,0.0,0.214,0.958,117.656,236920,4,76
756,0.691,0.69,1,-4.856,0,0.0567,0.634,3.91e-05,0.114,0.818,89.941,161333,4,26
757,0.495,0.746,10,-5.317,1,0.0266,0.49,0.0,0.176,0.463,145.879,210427,4,62
758,0.75,0.326,4,-7.383,1,0.0292,0.739,0.0,0.169,0.746,90.053,184067,4,42
759,0.407,0.858,9,-3.973,0,0.11,0.0476,0.0,0.206,0.293,141.882,260960,4,49
760,0.218,0.987,7,-2.225,1,0.219,9.9e-05,0.000406,0.617,0.0553,129.806,210613,4,50
761,0.348,0.987,2,-3.172,0,0.232,1.62e-05,0.0365,0.286,0.135,159.995,211893,4,57
762,0.522,0.88,5,-4.104,0,0.0633,9.38e-05,0.00111,0.0812,0.701,174.762,219267,4,60
763,0.657,0.214,8,-9.498,1,0.0465,0.888,1.14e-05,0.121,0.251,134.041,223077,4,39
764,0.529,0.955,4,-4.26,0,0.087,0.000169,0.00618,0.262,0.301,107.999,280750,4,34
765,0.301,0.959,10,-3.463,0,0.111,2.54e-05,0.000624,0.167,0.251,139.928,171739,4,38
766,0.395,0.892,11,-8.07,1,0.0537,0.0797,0.0,0.706,0.67,148.43,184120,4,44
767,0.892,0.747,10,-4.603,0,0.0708,0.131,0.0,0.122,0.707,111.975,195446,4,49
768,0.236,0.846,2,-4.534,1,0.0482,0.00011,0.000334,0.0985,0.372,168.702,222040,4,48
769,0.6,0.95,8,-4.009,1,0.0999,0.00156,0.0,0.285,0.364,128.187,179959,4,41
770,0.168,0.0613,4,-24.987,0,0.0481,0.974,0.246,0.0836,0.0399,102.674,290040,4,41
771,0.511,0.302,2,-18.007,1,0.0293,0.327,0.00164,0.155,0.236,149.994,270946,3,13
772,0.299,0.357,1,-13.535,0,0.0325,0.774,0.91,0.143,0.0391,92.314,177773,4,39
773,0.808,0.587,9,-10.904,1,0.0516,0.0238,0.148,0.0798,0.931,113.531,210533,4,35
774,0.423,0.933,4,-5.606,0,0.157,0.000327,0.000855,0.192,0.0812,150.049,216400,4,43
775,0.592,0.865,11,-6.432,0,0.0352,0.00267,0.0,0.13,0.507,117.977,323990,4,37
776,0.461,0.347,7,-6.639,1,0.0276,0.842,0.0,0.107,0.144,109.942,227692,3,49
777,0.459,0.885,10,-4.685,0,0.389,0.165,0.0,0.309,0.748,97.81,180000,4,28
778,0.59,0.798,1,-4.75,1,0.0349,0.261,0.0,0.112,0.272,96.02,230109,4,47
779,0.439,0.795,2,-9.424,1,0.0314,0.00407,0.00114,0.296,0.789,84.846,212067,4,39
780,0.411,0.965,8,-4.556,1,0.21,0.000317,0.00211,0.268,0.125,150.071,206000,4,46
781,0.235,0.965,2,-2.882,0,0.28,0.00887,0.0,0.0448,0.322,185.278,231840,4,68
782,0.103,0.0725,2,-23.629,1,0.0375,0.96,0.694,0.378,0.0747,77.356,227973,4,49
783,0.265,0.983,11,-4.189,1,0.241,1.48e-05,0.0598,0.423,0.139,130.055,219692,4,44
784,0.308,0.873,8,-4.542,1,0.0533,0.00022,0.000729,0.0974,0.686,143.519,206587,4,71
785,0.576,0.355,1,-8.388,1,0.033,0.439,4.55e-05,0.13,0.299,137.232,198733,4,57
786,0.428,0.923,2,-4.454,0,0.123,0.0108,0.436,0.0985,0.681,151.005,146738,4,55
787,0.38,0.924,7,-5.782,0,0.0719,0.000173,2.33e-06,0.176,0.28,153.99,200800,4,48
788,0.468,0.769,4,-7.036,1,0.041,0.00014,0.00124,0.271,0.17,104.102,270920,4,72
789,0.612,0.278,0,-12.153,0,0.0329,0.446,0.86,0.0799,0.109,108.485,289648,4,49
790,0.609,0.935,6,-2.941,1,0.0479,0.0029,0.000359,0.188,0.498,95.957,252400,4,68
791,0.515,0.57,5,-8.803,1,0.0303,0.751,0.0,0.0979,0.394,83.929,211191,4,34
792,0.672,0.706,9,-5.551,1,0.0779,0.0578,7.43e-05,0.0595,0.658,124.782,197933,4,40
793,0.38,0.829,5,-6.105,1,0.0405,8.4e-05,0.00208,0.342,0.0534,125.887,179547,4,56
794,0.412,0.847,2,-6.46,0,0.0644,3.19e-05,0.000205,0.072,0.371,159.89,263853,4,44
795,0.335,0.178,3,-10.202,1,0.0336,0.649,5.06e-05,0.0982,0.126,140.801,212333,4,40
796,0.321,0.47,2,-10.381,0,0.0323,0.772,0.933,0.105,0.641,159.805,199125,4,43
797,0.708,0.683,4,-7.768,0,0.0344,0.00122,0.643,0.121,0.463,123.602,220533,4,59
798,0.56,0.965,11,-2.341,1,0.0409,0.121,6.23e-06,0.169,0.964,162.825,149787,4,68
799,0.52,0.875,9,-8.075,1,0.151,0.0215,0.03,0.0709,0.887,169.214,233067,4,58
800,0.64,0.651,4,-14.981,0,0.0517,0.142,0.28,0.0341,0.801,111.676,271573,4,69
801,0.68,0.391,11,-6.906,1,0.0357,0.723,0.0,0.107,0.419,82.861,198750,4,47
802,0.428,0.899,9,-10.716,1,0.0462,0.00609,0.0,0.279,0.724,135.248,221347,4,52
803,0.388,0.979,4,-3.292,0,0.157,4.02e-05,0.0,0.0752,0.0567,140.037,181097,4,41
804,0.322,0.184,0,-18.312,0,0.0338,0.984,0.902,0.0813,0.356,107.847,193600,4,58
805,0.379,0.505,10,-4.979,1,0.0302,0.209,0.0,0.117,0.458,152.764,226083,4,59
806,0.431,0.906,9,-6.13,1,0.0945,0.0001,0.0001,0.123,0.53,125.459,223893,4,65
807,0.471,0.897,5,-5.491,0,0.106,0.000215,0.0,0.162,0.597,149.959,205827,4,48
808,0.578,0.431,2,-7.034,1,0.0269,0.469,0.0,0.137,0.21,116.979,226975,3,76
809,0.491,0.532,8,-7.459,1,0.0267,0.139,6.36e-05,0.143,0.281,81.904,194611,4,36
810,0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,146250,4,77
811,0.279,0.0292,8,-26.804,1,0.0406,0.987,0.902,0.104,0.0338,136.732,293147,3,59
812,0.523,0.769,4,-5.855,1,0.0269,0.04,0.0,0.136,0.876,136.162,244587,4,78
813,0.556,0.559,0,-7.843,1,0.0284,0.123,0.0,0.0797,0.174,78.022,210698,4,33
814,0.342,0.968,0,-4.058,1,0.0927,0.000801,0.00566,0.312,0.239,91.578,284173,4,50
815,0.325,0.688,4,-12.473,1,0.117,0.179,0.000104,0.137,0.378,156.349,180093,4,47
816,0.618,0.748,0,-8.905,1,0.358,0.0384,4.1e-06,0.0473,0.663,134.114,191947,4,77
817,0.382,0.0499,2,-25.262,1,0.0548,0.994,0.906,0.109,0.0779,125.903,316653,4,59
818,0.587,0.994,2,-5.61,1,0.045,0.155,0.0734,0.0319,0.481,151.941,153133,4,64
819,0.401,0.907,5,-4.956,1,0.102,4.1e-05,0.000468,0.151,0.415,162.542,264547,4,51
820,0.78,0.64,0,-8.566,0,0.0908,0.493,0.00137,0.171,0.635,108.017,171333,4,25
821,0.561,0.563,10,-8.47,1,0.0295,0.369,1.11e-06,0.243,0.455,75.966,212279,4,38
822,0.546,0.827,4,-6.582,0,0.0459,0.0303,0.0,0.0682,0.607,94.74,183307,4,30
823,0.433,0.328,7,-17.642,0,0.0298,0.925,0.861,0.108,0.285,103.185,345973,3,9
824,0.306,0.989,8,-4.577,1,0.238,0.00218,0.0,0.444,0.131,128.871,193393,4,42
825,0.308,0.5,7,-10.151,0,0.0401,0.437,0.0702,0.102,0.0721,130.038,271486,4,36
826,0.701,0.553,3,-3.393,1,0.0287,0.528,0.0,0.147,0.515,94.023,187733,4,56
827,0.465,0.993,0,-1.734,1,0.0903,0.000354,0.0335,0.464,0.204,92.472,215000,4,61
828,0.397,0.975,2,-3.532,0,0.365,0.00152,0.0,0.118,0.451,192.021,250240,4,69
829,0.465,0.731,2,-10.592,1,0.0724,0.448,0.00112,0.297,0.638,129.684,184600,4,53
830,0.314,0.797,0,-9.026,1,0.038,0.0057,5.59e-05,0.0718,0.569,145.393,351627,4,70
831,0.404,0.106,3,-13.892,1,0.0348,0.965,0.799,0.162,0.108,70.472,250880,3,16
832,0.551,0.939,11,-5.371,1,0.171,0.00172,0.000239,0.109,0.367,90.592,265840,4,66
833,0.849,0.419,4,-6.14,0,0.186,0.0808,0.245,0.0845,0.197,97.018,163370,4,25
834,0.0615,0.193,5,-14.944,0,0.038,0.847,0.925,0.101,0.0419,48.828,207107,3,37
835,0.737,0.753,7,-4.475,1,0.122,0.151,0.000123,0.0721,0.964,115.135,151307,4,38
836,0.393,0.964,3,-8.838,1,0.144,0.000735,0.0196,0.34,0.352,151.898,239280,4,57
837,0.544,0.341,0,-10.34,1,0.0293,0.877,0.0493,0.183,0.566,123.598,174187,3,31
838,0.604,0.948,7,-3.093,1,0.0595,0.000816,0.00714,0.0446,0.861,115.132,216733,4,59
839,0.428,0.843,9,-7.655,1,0.0747,0.058,0.0334,0.115,0.885,143.758,158800,4,43
840,0.721,0.521,2,-8.123,1,0.0613,0.0708,0.00545,0.127,0.942,123.118,261413,4,76
841,0.178,0.982,7,-6.99,0,0.0994,0.000104,0.867,0.0772,0.125,139.875,346239,4,31
842,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,140773,4,81
843,0.662,0.73,4,-9.309,0,0.034,0.393,0.0034,0.0895,0.6,117.999,272542,4,11
844,0.669,0.733,5,-10.495,1,0.0494,0.0205,0.000224,0.042,0.833,153.778,171093,4,45
845,0.703,0.918,11,-3.476,0,0.0743,0.00856,0.176,0.117,0.455,98.388,285307,4,41
846,0.921,0.529,2,-11.974,1,0.0851,0.0845,0.000779,0.0478,0.724,102.941,334360,4,58
847,0.255,0.871,1,-4.355,0,0.0712,9.49e-06,0.898,0.16,0.3,102.082,261253,3,44
848,0.332,0.603,11,-7.133,1,0.0366,0.259,0.0,0.174,0.284,88.236,237933,4,38
849,0.436,0.917,1,-5.125,0,0.152,8.7e-05,0.00159,0.313,0.357,132.282,194209,4,47
850,0.591,0.97,5,-4.107,0,0.114,0.00886,0.0,0.174,0.461,148.062,162920,4,46
851,0.376,0.988,5,-2.375,1,0.216,8.82e-05,6.36e-05,0.346,0.507,192.153,193813,4,61
852,0.497,0.941,5,-4.729,0,0.0646,5.34e-06,0.00138,0.329,0.354,96.022,266000,4,31
853,0.756,0.667,5,-6.932,0,0.043,0.307,0.000142,0.0625,0.487,110.029,185960,4,28
854,0.295,0.584,9,-6.696,0,0.0345,0.000385,0.218,0.0996,0.228,117.2,271280,3,71
855,0.767,0.307,3,-7.294,1,0.032,0.854,0.0,0.125,0.763,95.04,188196,4,50
856,0.404,0.0545,5,-19.837,1,0.0532,0.836,0.486,0.102,0.294,70.468,248347,4,40
857,0.484,0.987,7,-4.621,1,0.182,0.000212,0.0,0.338,0.195,125.032,235267,4,40
858,0.658,0.612,6,-5.132,1,0.0337,0.821,0.0,0.101,0.248,108.08,208053,4,43
859,0.417,0.976,2,-4.696,0,0.0665,0.000351,0.000117,0.074,0.463,186.081,255840,4,58
860,0.769,0.545,1,-8.812,0,0.236,0.0234,0.000111,0.228,0.107,119.911,179500,4,33
861,0.651,0.762,9,-6.084,1,0.0284,0.121,0.0,0.167,0.292,109.959,172067,4,40
862,0.16,0.0922,1,-21.167,1,0.0494,0.947,0.921,0.1,0.0499,62.858,181706,4,36
863,0.342,0.751,0,-8.71,0,0.0696,0.278,0.0,0.121,0.481,143.892,160613,4,38
864,0.587,0.523,11,-6.2,1,0.0272,0.497,0.0055,0.102,0.182,137.94,249613,4,64
865,0.442,0.793,11,-5.378,0,0.0354,0.0557,0.0,0.0934,0.547,123.67,202867,4,54
866,0.627,0.802,0,-8.432,1,0.0348,0.197,0.784,0.404,0.867,126.283,232400,4,70
867,0.469,0.408,0,-7.639,1,0.0308,0.403,0.0,0.0838,0.069,139.716,217714,4,45
868,0.725,0.859,7,-6.208,1,0.0636,0.0173,0.0137,0.048,0.53,131.697,212853,4,64
869,0.323,0.561,2,-6.109,1,0.0414,0.321,0.0,0.166,0.277,170.021,189593,3,54
870,0.347,0.965,8,-5.858,0,0.089,0.000165,4.02e-05,0.4,0.27,124.885,201798,4,48
871,0.511,0.942,0,-10.407,1,0.0429,0.174,1.87e-05,0.139,0.498,97.909,393667,4,71
872,0.375,0.985,8,-2.754,1,0.0936,0.000246,0.0,0.07,0.455,94.468,217453,4,52
873,0.551,0.105,7,-18.194,0,0.063,0.883,0.0854,0.126,0.151,116.392,341149,4,11
874,0.29,0.909,10,-4.449,0,0.0511,2.17e-05,0.0024,0.114,0.28,170.011,264947,4,50
875,0.562,0.545,9,-14.392,0,0.0487,0.764,0.65,0.347,0.342,132.495,211560,4,32
876,0.71,0.843,9,-5.154,1,0.0886,0.0293,0.000325,0.233,0.847,86.007,224380,4,39
877,0.541,0.764,11,-5.863,0,0.0658,0.118,0.00613,0.108,0.781,129.031,390340,4,40
878,0.497,0.434,0,-5.73,1,0.0296,0.333,3.11e-06,0.108,0.266,115.749,244267,3,60
879,0.489,0.913,5,-9.152,0,0.0479,0.00015,0.709,0.0703,0.539,135.756,171747,4,63
880,0.251,0.932,4,-4.167,0,0.159,0.0511,3.29e-05,0.642,0.229,165.253,260306,4,51
881,0.55,0.934,9,-5.076,1,0.0595,0.000113,0.000736,0.18,0.527,112.846,195707,4,61
882,0.38,0.908,2,-6.425,0,0.193,0.0295,0.0,0.101,0.0974,97.613,280867,4,57
883,0.301,0.0528,4,-20.482,0,0.0433,0.936,0.00102,0.213,0.194,173.668,221880,1,40
884,0.236,0.888,3,-3.563,0,0.139,3.1e-05,0.0457,0.11,0.107,130.132,343033,4,59
885,0.327,0.214,3,-10.382,1,0.0355,0.928,0.0,0.104,0.351,73.863,293933,4,51
886,0.338,0.794,0,-7.015,0,0.0432,0.0181,0.482,0.192,0.879,168.48,137145,4,32
887,0.526,0.587,2,-8.733,1,0.039,0.24,0.243,0.886,0.364,93.986,264200,4,60
888,0.699,0.486,4,-7.324,1,0.0419,0.598,0.0,0.114,0.608,98.013,192293,4,48
889,0.456,0.00284,5,-30.871,0,0.0728,0.996,0.937,0.0803,0.117,74.344,206079,4,41
890,0.463,0.96,8,-3.914,1,0.0676,1.04e-05,0.0908,0.0728,0.131,136.029,233667,4,38
891,0.645,0.809,11,-6.12,1,0.0385,0.00921,0.00108,0.106,0.966,138.978,196680,4,61
892,0.3,0.986,8,-3.022,1,0.107,0.000386,0.000136,0.0924,0.256,85.117,237360,4,61
893,0.617,0.553,7,-5.116,0,0.063,0.529,6.08e-05,0.454,0.67,104.742,193398,4,32
894,0.496,0.665,6,-5.607,0,0.0368,0.00541,0.0,0.197,0.47,92.357,222813,4,47
895,0.374,0.991,9,-1.101,1,0.0813,0.38,0.000719,0.0929,0.51,95.105,163293,4,59
896,0.369,0.972,5,-3.603,1,0.083,2.07e-05,9.42e-06,0.373,0.29,179.925,243529,4,34
897,0.651,0.908,2,-4.019,1,0.0577,0.00184,0.000579,0.384,0.769,123.851,274160,4,67
898,0.55,0.631,0,-11.493,1,0.0385,0.000898,0.18,0.0503,0.908,114.553,229027,4,44
899,0.446,0.95,9,-6.405,0,0.162,0.000375,4.28e-06,0.466,0.157,89.962,233653,4,45
900,0.634,0.63,1,-8.277,0,0.031,0.447,0.039,0.17,0.489,118.628,270773,4,76
901,0.565,0.587,4,-7.393,0,0.0317,0.0573,0.00493,0.0416,0.966,147.462,198467,4,65
902,0.687,0.944,11,-4.374,0,0.0656,0.00565,0.547,0.389,0.312,119.979,319467,4,38
903,0.594,0.933,4,-6.072,0,0.198,0.00017,0.359,0.264,0.159,108.041,207399,4,50
904,0.544,0.756,9,-4.365,0,0.033,0.0127,0.0,0.187,0.0902,125.278,272400,4,46
905,0.425,0.172,6,-15.265,1,0.0468,0.77,1.26e-06,0.12,0.196,79.878,262403,3,10
906,0.139,0.11,0,-16.155,0,0.0362,0.453,0.902,0.107,0.0377,174.865,300213,3,51
907,0.502,0.934,9,-3.899,1,0.0553,8.38e-06,0.164,0.0921,0.477,102.121,213000,4,59
908,0.588,0.708,6,-7.823,1,0.0351,0.445,3.94e-05,0.293,0.579,131.197,178376,4,50
909,0.421,0.956,1,-2.195,0,0.0725,0.0271,1.36e-05,0.134,0.529,168.991,187680,4,55
910,0.474,0.958,8,-3.845,0,0.0664,0.00069,0.163,0.379,0.292,150.128,224600,4,32
911,0.341,0.552,8,-10.503,1,0.0423,8.02e-05,0.616,0.0591,0.486,121.361,182493,4,61
912,0.552,0.663,7,-4.923,0,0.0361,0.0538,0.0,0.0998,0.35,80.047,154279,4,39
913,0.773,0.598,10,-5.937,1,0.0351,0.776,0.0,0.112,0.778,114.995,199304,4,14
914,0.469,0.501,1,-5.98,1,0.0298,0.321,0.0,0.117,0.471,150.197,231467,4,47
915,0.0797,0.0543,7,-17.539,1,0.0393,0.98,0.825,0.0951,0.0361,81.466,221669,4,35
916,0.848,0.453,2,-10.234,0,0.126,0.422,3.67e-05,0.333,0.54,94.991,166968,4,58
917,0.657,0.96,5,-3.524,0,0.07,0.00169,0.000997,0.109,0.567,126.02,186067,4,67
918,0.408,0.617,1,-6.491,1,0.0322,0.131,0.0,0.0912,0.179,177.226,210218,3,31
919,0.636,0.449,4,-9.732,1,0.0331,0.47,0.118,0.275,0.706,113.459,170640,4,33
920,0.641,0.703,9,-10.434,1,0.0518,0.397,0.00546,0.104,0.722,129.118,156800,4,64
921,0.287,0.0894,0,-20.391,1,0.036,0.838,0.971,0.159,0.0362,108.271,101253,4,40
922,0.36,0.565,7,-4.898,1,0.0608,0.358,0.0,0.0448,0.311,173.281,209157,4,68
923,0.138,0.189,2,-15.733,0,0.0394,0.896,0.279,0.113,0.0729,91.207,279547,4,49
924,0.408,0.265,11,-8.273,1,0.0293,0.911,0.0,0.112,0.355,142.319,229666,4,49
925,0.664,0.765,10,-9.454,0,0.0507,0.0493,0.333,0.113,0.907,73.676,219307,4,60
926,0.639,0.51,6,-6.921,1,0.0796,0.791,1.82e-06,0.0902,0.654,88.898,186667,4,52
927,0.429,0.96,10,-4.261,1,0.0914,6.46e-05,6.27e-06,0.102,0.233,153.932,175880,4,66
